Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (CAD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Features,Ratings,Applications,Failure Rate,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Lead Style
http://www.kemet.com/docfinder?Partnumber=C0603C270K5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7889-1-ND,C0603C270K5GACTU,KEMET,CAP CER 27PF 50V C0G/NP0 0603,132018,0,0.15,0,1,Cut Tape (CT),C,Active,27pF,10%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C470J3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9083-1-ND,C0603C470J3GACTU,KEMET,CAP CER 47PF 25V C0G/NP0 0603,94041,0,0.15,0,1,Cut Tape (CT),C,Active,47pF,5%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C393K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9078-1-ND,C0603C393K4RACTU,KEMET,CAP CER 0.039UF 16V X7R 0603,54266,0,0.15,0,1,Cut Tape (CT),C,Active,0.039uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C100K3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-8979-1-ND,C0603C100K3GACTU,KEMET,CAP CER 10PF 25V C0G/NP0 0603,45796,0,0.15,0,1,Cut Tape (CT),C,Active,10pF,10%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C180K5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7866-1-ND,C0603C180K5GACTU,KEMET,CAP CER 18PF 50V C0G/NP0 0603,36966,0,0.15,0,1,Cut Tape (CT),C,Active,18pF,10%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C182K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7867-1-ND,C0603C182K5RACTU,KEMET,CAP CER 1800PF 50V X7R 0603,32800,0,0.15,0,1,Cut Tape (CT),C,Active,1800pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C220K3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9030-1-ND,C0603C220K3GACTU,KEMET,CAP CER 22PF 25V C0G/NP0 0603,23298,0,0.15,0,1,Cut Tape (CT),C,Active,22pF,10%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C470K5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7918-1-ND,C0603C470K5GACTU,KEMET,CAP CER 47PF 50V C0G/NP0 0603,18056,0,0.15,0,1,Cut Tape (CT),C,Active,47pF,10%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C270J3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9053-1-ND,C0603C270J3GACTU,KEMET,CAP CER 27PF 25V C0G/NP0 0603,18558,0,0.15,0,1,Cut Tape (CT),C,Active,27pF,5%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C101J3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-8980-1-ND,C0603C101J3GACTU,KEMET,CAP CER 100PF 25V C0G/NP0 0603,23559,0,0.15,0,1,Cut Tape (CT),C,Active,100pF,5%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C224K9RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9046-1-ND,C0603C224K9RACTU,KEMET,CAP CER 0.22UF 6.3V X7R 0603,13887,0,0.15,0,1,Cut Tape (CT),C,Active,0.22uF,10%,6.3V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C223J3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9043-1-ND,C0603C223J3RACTU,KEMET,CAP CER 0.022UF 25V X7R 0603,95324,0,0.15,0,1,Cut Tape (CT),C,Active,0.022uF,5%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C562K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7943-1-ND,C0603C562K5RACTU,KEMET,CAP CER 5600PF 50V X7R 0603,51989,0,0.15,0,1,Cut Tape (CT),C,Active,5600pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C123K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7852-1-ND,C0603C123K5RACTU,KEMET,CAP CER 0.012UF 50V X7R 0603,20851,0,0.15,0,1,Cut Tape (CT),C,Active,0.012uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C473K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7933-1-ND,C0603C473K5RACTU,KEMET,CAP CER 0.047UF 50V X7R 0603,57878,0,0.15,0,1,Cut Tape (CT),C,Active,0.047uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C683K3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7953-1-ND,C0603C683K3RACTU,KEMET,CAP CER 0.068UF 25V X7R 0603,56700,0,0.15,0,1,Cut Tape (CT),C,Active,0.068uF,10%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C822K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7961-1-ND,C0603C822K5RACTU,KEMET,CAP CER 8200PF 50V X7R 0603,16096,0,0.15,0,1,Cut Tape (CT),C,Active,8200pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C561J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3287-1-ND,C0603C561J5GACTU,KEMET,CAP CER 560PF 50V C0G/NP0 0603,77944,0,0.15,0,1,Cut Tape (CT),C,Active,560pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C183K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7868-1-ND,C0603C183K5RACTU,KEMET,CAP CER 0.018UF 50V X7R 0603,14080,0,0.15,0,1,Cut Tape (CT),C,Active,0.018uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C471K5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7925-1-ND,C0603C471K5GACTU,KEMET,CAP CER 470PF 50V C0G/NP0 0603,13632,0,0.15,0,1,Cut Tape (CT),C,Active,470pF,10%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
-,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7890-1-ND,C0603C272K5RACTU,KEMET,CAP CER 2700PF 50V X7R 0603,48541,0,0.15,0,1,Cut Tape (CT),C,Active,2700pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C333K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7906-1-ND,C0603C333K5RACTU,KEMET,CAP CER 0.033UF 50V X7R 0603,54413,0,0.15,0,1,Cut Tape (CT),C,Active,0.033uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C681J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3289-1-ND,C0603C681J5GACTU,KEMET,CAP CER 680PF 50V C0G/NP0 0603,98417,0,0.15,0,1,Cut Tape (CT),C,Active,680pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C391J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1069-1-ND,C0603C391J5GACTU,KEMET,CAP CER 390PF 50V C0G/NP0 0603,24407,0,0.15,0,1,Cut Tape (CT),C,Active,390pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C273K3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7891-1-ND,C0603C273K3RACTU,KEMET,CAP CER 0.027UF 25V X7R 0603,14663,0,0.15,0,1,Cut Tape (CT),C,Active,0.027uF,10%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C683K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7955-1-ND,C0603C683K5RACTU,KEMET,CAP CER 0.068UF 50V X7R 0603,23468,0,0.16,0,1,Cut Tape (CT),C,Active,0.068uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C123K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-8999-1-ND,C0603C123K4RACTU,KEMET,CAP CER 0.012UF 16V X7R 0603,20626,0,0.16,0,1,Cut Tape (CT),C,Active,0.012uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C392K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7913-1-ND,C0603C392K5RACTU,KEMET,CAP CER 3900PF 50V X7R 0603,121219,0,0.16,0,1,Cut Tape (CT),C,Active,3900pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C224K8RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7885-1-ND,C0603C224K8RACTU,KEMET,CAP CER 0.22UF 10V X7R 0603,40380,0,0.18,0,1,Cut Tape (CT),C,Active,0.22uF,10%,10V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C332K1RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7902-1-ND,C0603C332K1RACTU,KEMET,CAP CER 3300PF 100V X7R 0603,78957,0,0.16,0,1,Cut Tape (CT),C,Active,3300pF,10%,100V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C225K4PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7886-1-ND,C0603C225K4PACTU,KEMET,CAP CER 2.2UF 16V X5R 0603,80364,0,0.16,0,1,Cut Tape (CT),C,Active,2.2uF,10%,16V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C473J3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7929-1-ND,C0603C473J3RACTU,KEMET,CAP CER 0.047UF 25V X7R 0603,30947,0,0.16,0,1,Cut Tape (CT),C,Active,0.047uF,5%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C103K1RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3189-1-ND,C0603C103K1RACTU,KEMET,CAP CER 10000PF 100V X7R 0603,171534,0,0.18,0,1,Cut Tape (CT),C,Active,10000pF,10%,100V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C471J5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7923-1-ND,C0603C471J5RACTU,KEMET,CAP CER 470PF 50V X7R 0603,36264,0,0.16,0,1,Cut Tape (CT),C,Active,470pF,5%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C471J1GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7921-1-ND,C0603C471J1GACTU,KEMET,CAP CER 470PF 100V C0G/NP0 0603,135082,0,0.16,0,1,Cut Tape (CT),C,Active,470pF,5%,100V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C334K8RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-4917-1-ND,C0603C334K8RACTU,KEMET,CAP CER 0.33UF 10V X7R 0603,143584,0,0.19,0,1,Cut Tape (CT),C,Active,0.33uF,10%,10V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C823K3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9128-1-ND,C0603C823K3RACTU,KEMET,CAP CER 0.082UF 25V X7R 0603,37257,0,0.19,0,1,Cut Tape (CT),C,Active,0.082uF,10%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C154K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7861-1-ND,C0603C154K4RACTU,KEMET,CAP CER 0.15UF 16V X7R 0603,28292,0,0.19,0,1,Cut Tape (CT),C,Active,0.15uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C474K8PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3114-1-ND,C0603C474K8PACTU,KEMET,CAP CER 0.47UF 10V X5R 0603,31165,0,0.19,0,1,Cut Tape (CT),C,Active,0.47uF,10%,10V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C474K9PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9098-1-ND,C0603C474K9PACTU,KEMET,CAP CER 0.47UF 6.3V X5R 0603,16631,0,0.19,0,1,Cut Tape (CT),C,Active,0.47uF,10%,6.3V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C821J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3291-1-ND,C0603C821J5GACTU,KEMET,CAP CER 820PF 50V C0G/NP0 0603,18698,0,0.21,0,1,Cut Tape (CT),C,Active,820pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C224K3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7884-1-ND,C0603C224K3RACTU,KEMET,CAP CER 0.22UF 25V X7R 0603,54808,0,0.21,0,1,Cut Tape (CT),C,Active,0.22uF,10%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C154K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9015-1-ND,C0603C154K5RACTU,KEMET,CAP CER 0.15UF 50V X7R 0603,104893,0,0.22,0,1,Cut Tape (CT),C,Active,0.15uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C102K2RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7832-1-ND,C0603C102K2RACTU,KEMET,CAP CER 1000PF 200V X7R 0603,117988,0,0.22,0,1,Cut Tape (CT),C,Active,1000pF,10%,200V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C105K3PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7846-1-ND,C0603C105K3PACTU,KEMET,CAP CER 1UF 25V X5R 0603,70876,0,0.24,0,1,Cut Tape (CT),C,Active,1uF,10%,25V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C471K1RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7924-1-ND,C0603C471K1RACTU,KEMET,CAP CER 470PF 100V X7R 0603,48757,0,0.24,0,1,Cut Tape (CT),C,Active,470pF,10%,100V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C100D5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7815-1-ND,C0603C100D5GACTU,KEMET,CAP CER 10PF 50V C0G/NP0 0603,31151,0,0.24,0,1,Cut Tape (CT),C,Active,10pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C209C5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1047-1-ND,C0603C209C5GACTU,KEMET,CAP CER 2PF 50V C0G/NP0 0603,25172,0,0.24,0,1,Cut Tape (CT),C,Active,2pF,0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C309C5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1048-1-ND,C0603C309C5GACTU,KEMET,CAP CER 3PF 50V C0G/NP0 0603,22062,0,0.24,0,1,Cut Tape (CT),C,Active,3pF,0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C105M3PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-8991-1-ND,C0603C105M3PACTU,KEMET,CAP CER 1UF 25V X5R 0603,15085,0,0.24,0,1,Cut Tape (CT),C,Active,1uF,20%,25V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C102G3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7827-1-ND,C0603C102G3GACTU,KEMET,CAP CER 1000PF 25V C0G/NP0 0603,27940,0,0.24,0,1,Cut Tape (CT),C,Active,1000pF,2%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C152J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9010-1-ND,C0603C152J5GACTU,KEMET,CAP CER 1500PF 50V C0G/NP0 0603,188695,0,0.25,0,1,Cut Tape (CT),C,Active,1500pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
