Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (CAD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Features,Ratings,Applications,Failure Rate,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Lead Style
http://www.kemet.com/docfinder?Partnumber=C0603C103K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1091-1-ND,C0603C103K5RACTU,KEMET,CAP CER 10000PF 50V X7R 0603,2725330,0,0.15,0,1,Cut Tape (CT),C,Active,10000pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1096-1-ND,C0603C104K4RACTU,KEMET,CAP CER 0.1UF 16V X7R 0603,3043647,0,0.15,0,1,Cut Tape (CT),C,Active,0.1uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-5089-1-ND,C0603C104K5RACTU,KEMET,CAP CER 0.1UF 50V X7R 0603,2490477,0,0.15,0,1,Cut Tape (CT),C,Active,0.1uF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C102K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1082-1-ND,C0603C102K5RACTU,KEMET,CAP CER 1000PF 50V X7R 0603,620710,0,0.15,0,1,Cut Tape (CT),C,Active,1000pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104K8RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1095-1-ND,C0603C104K8RACTU,KEMET,CAP CER 0.1UF 10V X7R 0603,1006180,0,0.15,0,1,Cut Tape (CT),C,Active,0.1uF,10%,10V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104M5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7845-1-ND,C0603C104M5RACTU,KEMET,CAP CER 0.1UF 50V X7R 0603,2571880,0,0.15,0,1,Cut Tape (CT),C,Active,0.1uF,20%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104K3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1281-1-ND,C0603C104K3RACTU,KEMET,CAP CER 0.1UF 25V X7R 0603,2398194,0,0.15,0,1,Cut Tape (CT),C,Active,0.1uF,10%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C101J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1061-1-ND,C0603C101J5GACTU,KEMET,CAP CER 100PF 50V C0G/NP0 0603,1069449,0,0.15,0,1,Cut Tape (CT),C,Active,100pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C103J5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1092-1-ND,C0603C103J5RACTU,KEMET,CAP CER 10000PF 50V X7R 0603,935465,0,0.15,0,1,Cut Tape (CT),C,Active,10000pF,5%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C102J5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3293-1-ND,C0603C102J5GACTU,KEMET,CAP CER 1000PF 50V C0G/NP0 0603,146450,0,0.15,0,1,Cut Tape (CT),C,Active,1000pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C105K4PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-5090-1-ND,C0603C105K4PACTU,KEMET,CAP CER 1UF 16V X5R 0603,524721,0,0.16,0,1,Cut Tape (CT),C,Active,1uF,10%,16V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104J4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1097-1-ND,C0603C104J4RACTU,KEMET,CAP CER 0.1UF 16V X7R 0603,1218169,0,0.18,0,1,Cut Tape (CT),C,Active,0.1uF,5%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C475K9PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-3482-1-ND,C0603C475K9PACTU,KEMET,CAP CER 4.7UF 6.3V X5R 0603,120420,0,0.21,0,1,Cut Tape (CT),C,Active,4.7uF,10%,6.3V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C474K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-4922-1-ND,C0603C474K4RACTU,KEMET,CAP CER 0.47UF 16V X7R 0603,180570,0,0.24,0,1,Cut Tape (CT),C,Active,0.47uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C101K5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7824-1-ND,C0603C101K5RACTU,KEMET,CAP CER 100PF 50V X7R 0603,88324,0,0.4,0,1,Cut Tape (CT),C,Active,100pF,10%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C103K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7841-1-ND,C0603C103K4RACTU,KEMET,CAP CER 10000PF 16V X7R 0603,176810,0,0.41,0,1,Cut Tape (CT),C,Active,10000pF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C102F3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7825-1-ND,C0603C102F3GACTU,KEMET,CAP CER 1000PF 25V C0G/NP0 0603,64712,0,0.41,0,1,Cut Tape (CT),C,Active,1000pF,1%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C105K3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7376-1-ND,C0603C105K3RACTU,KEMET,CAP CER 1UF 25V X7R 0603,140239,0,0.34,0,1,Cut Tape (CT),C,Active,1uF,10%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C475M8PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9100-1-ND,C0603C475M8PACTU,KEMET,CAP CER 4.7UF 10V X5R 0603,99064,0,0.34,0,1,Cut Tape (CT),C,Active,4.7uF,20%,10V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C221F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7876-1-ND,C0603C221F5GACTU,KEMET,CAP CER 220PF 50V C0G/NP0 0603,126534,0,0.37,0,1,Cut Tape (CT),C,Active,220pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C334K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-4916-1-ND,C0603C334K4RACTU,KEMET,CAP CER 0.33UF 16V X7R 0603,74493,0,0.37,0,1,Cut Tape (CT),C,Active,0.33uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C475K8PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-5503-1-ND,C0603C475K8PACTU,KEMET,CAP CER 4.7UF 10V X5R 0603,551254,0,0.4,0,1,Cut Tape (CT),C,Active,4.7uF,10%,10V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C103K2RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-5088-1-ND,C0603C103K2RACTU,KEMET,CAP CER 10000PF 200V X7R 0603,116357,0,0.47,0,1,Cut Tape (CT),C,Active,10000pF,10%,200V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C332K2RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-10049-1-ND,C0603C332K2RACTU,KEMET,CAP CER 3300PF 200V X7R 0603,36396,0,0.47,0,1,Cut Tape (CT),C,Active,3300pF,10%,200V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C103J3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7838-1-ND,C0603C103J3GACTU,KEMET,CAP CER 10000PF 25V C0G/NP0 0603,209623,0,0.47,0,1,Cut Tape (CT),C,Active,10000pF,5%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C302K5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7893-1-ND,C0603C302K5GACTU,KEMET,CAP CER 3000PF 50V C0G/NP0 0603,44075,0,0.51,0,1,Cut Tape (CT),C,Active,3000pF,10%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C473K1RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9096-1-ND,C0603C473K1RACTU,KEMET,CAP CER 0.047UF 100V X7R 0603,88564,0,0.49,0,1,Cut Tape (CT),C,Active,0.047uF,10%,100V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104J3RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-1282-1-ND,C0603C104J3RACTU,KEMET,CAP CER 0.1UF 25V X7R 0603,188069,0,0.54,0,1,Cut Tape (CT),C,Active,0.1uF,5%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C153J3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-10044-1-ND,C0603C153J3GACTU,KEMET,CAP CER 0.015UF 25V C0G/NP0 0603,58853,0,0.54,0,1,Cut Tape (CT),C,Active,0.015uF,5%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C224K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-5619-1-ND,C0603C224K4RAC7867,KEMET,CAP CER 0.22UF 16V X7R 0603,49378,0,0.54,0,1,Cut Tape (CT),C,Active,0.22uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C562J5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7942-1-ND,C0603C562J5RACTU,KEMET,CAP CER 5600PF 50V X7R 0603,113625,0,0.5,0,1,Cut Tape (CT),C,Active,5600pF,5%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C106M9PACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-5504-1-ND,C0603C106M9PACTU,KEMET,CAP CER 10UF 6.3V X5R 0603,1959839,0,0.54,0,1,Cut Tape (CT),C,Active,10uF,20%,6.3V,X5R,-55°C ~ 85°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C512J5GAC7867,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9975-1-ND,C0603C512J5GAC7867,KEMET,CAP CER 5100PF 50V C0G/NP0 0603,56796,0,0.54,0,1,Cut Tape (CT),C,Active,5100pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C274K4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-4913-1-ND,C0603C274K4RACTU,KEMET,CAP CER 0.27UF 16V X7R 0603,52676,0,0.56,0,1,Cut Tape (CT),C,Active,0.27uF,10%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C224J3RAC7867,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9967-1-ND,C0603C224J3RAC7867,KEMET,CAP CER 0.22UF 25V X7R 0603,14647,0,0.59,0,1,Cut Tape (CT),C,Active,0.22uF,5%,25V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C104J5RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7844-1-ND,C0603C104J5RACTU,KEMET,CAP CER 0.1UF 50V X7R 0603,161725,0,0.63,0,1,Cut Tape (CT),C,Active,0.1uF,5%,50V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C474K8RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-4923-1-ND,C0603C474K8RACTU,KEMET,CAP CER 0.47UF 10V X7R 0603,26612,0,0.63,0,1,Cut Tape (CT),C,Active,0.47uF,10%,10V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C101F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7819-1-ND,C0603C101F5GACTU,KEMET,CAP CER 100PF 50V C0G/NP0 0603,79790,0,0.69,0,1,Cut Tape (CT),C,Active,100pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C224J4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7337-1-ND,C0603C224J4RACTU,KEMET,CAP CER 0.22UF 16V X7R 0603,60579,0,0.71,0,1,Cut Tape (CT),C,Active,0.22uF,5%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C474J4RACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7339-1-ND,C0603C474J4RACTU,KEMET,CAP CER 0.47UF 16V X7R 0603,31214,0,0.71,0,1,Cut Tape (CT),C,Active,0.47uF,5%,16V,X7R,-55°C ~ 125°C,-,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C220D5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9029-1-ND,C0603C220D5GACTU,KEMET,CAP CER 22PF 50V C0G/NP0 0603,23129,0,0.76,0,1,Cut Tape (CT),C,Active,22pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C153G4GAC7867,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9963-1-ND,C0603C153G4GAC7867,KEMET,CAP CER 0.015UF 16V C0G/NP0 0603,63985,0,1.23,0,1,Cut Tape (CT),C,Active,0.015uF,2%,16V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C270F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7888-1-ND,C0603C270F5GACTU,KEMET,CAP CER 27PF 50V C0G/NP0 0603,20312,0,1.23,0,1,Cut Tape (CT),C,Active,27pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C121F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7850-1-ND,C0603C121F5GACTU,KEMET,CAP CER 120PF 50V C0G/NP0 0603,67365,0,1.23,0,1,Cut Tape (CT),C,Active,120pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C271F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9054-1-ND,C0603C271F5GACTU,KEMET,CAP CER 270PF 50V C0G/NP0 0603,23198,0,1.34,0,1,Cut Tape (CT),C,Active,270pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C681F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7948-1-ND,C0603C681F5GACTU,KEMET,CAP CER 680PF 50V C0G/NP0 0603,53523,0,1.37,0,1,Cut Tape (CT),C,Active,680pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C471F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7919-1-ND,C0603C471F5GACTU,KEMET,CAP CER 470PF 50V C0G/NP0 0603,38168,0,1.37,0,1,Cut Tape (CT),C,Active,470pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C391F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7912-1-ND,C0603C391F5GACTU,KEMET,CAP CER 390PF 50V C0G/NP0 0603,16336,0,1.46,0,1,Cut Tape (CT),C,Active,390pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
-,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-8909-1-ND,C0603C821F5GACTU,KEMET,CAP CER 820PF 50V C0G/NP0 0603,20456,0,1.59,0,1,Cut Tape (CT),C,Active,820pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C102F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-7826-1-ND,C0603C102F5GACTU,KEMET,CAP CER 1000PF 50V C0G/NP0 0603,8231,0,1.65,0,1,Cut Tape (CT),C,Active,1000pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C472F5GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9088-1-ND,C0603C472F5GACTU,KEMET,CAP CER 4700PF 50V C0G/NP0 0603,101503,0,1.62,0,1,Cut Tape (CT),C,Active,4700pF,1%,50V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
http://www.kemet.com/docfinder?Partnumber=C0603C472F3GACTU,//media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg,399-9087-1-ND,C0603C472F3GACTU,KEMET,CAP CER 4700PF 25V C0G/NP0 0603,29640,0,1.62,0,1,Cut Tape (CT),C,Active,4700pF,1%,25V,"C0G, NP0",-55°C ~ 125°C,Low ESL,-,General Purpose,-,"Surface Mount, MLCC",0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.034"" (0.87mm)",-,-
